distribution;sample_credible_set
Height (LogNormal), Ratios (LogitNormal);0.5114000000000001
Height (LogNormal), Ratios (LogitNormal);0.18969999999999998
Height (LogNormal), Ratios (LogitNormal);0.9676
Height (LogNormal), Ratios (LogitNormal);0.22919999999999996
Height (LogNormal), Ratios (LogitNormal);0.9355
Height (LogNormal), Ratios (LogitNormal);0.3077
Height (LogNormal), Ratios (LogitNormal);0.5213
Height (LogNormal), Ratios (LogitNormal);0.6049
Height (LogNormal), Ratios (LogitNormal);0.34330000000000005
Height (LogNormal), Ratios (LogitNormal);0.46409999999999996
Height (LogNormal), Ratios (LogitNormal);0.5214
Height (LogNormal), Ratios (LogitNormal);0.7117
Height (LogNormal), Ratios (LogitNormal);0.7016
Height (LogNormal), Ratios (LogitNormal);0.732
Height (LogNormal), Ratios (LogitNormal);0.7145
Height (LogNormal), Ratios (LogitNormal);0.18369999999999997
Height (LogNormal), Ratios (LogitNormal);0.31999999999999995
Height (LogNormal), Ratios (LogitNormal);0.5203
Height (LogNormal), Ratios (LogitNormal);0.30569999999999997
Height (LogNormal), Ratios (LogitNormal);0.478
Height (LogNormal), Ratios (LogitNormal);0.7591
